x,y,rho,ux,uy
91,2,0.893662,0.00200087,0.000506862
92,2,0.893619,0.00156595,0.000517236
93,2,0.893596,0.00112647,0.000523278
94,2,0.893593,0.000694604,0.000531629
95,2,0.893604,0.000293062,0.000551439
96,2,0.893628,-4.8118e-05,0.000577458
97,2,0.893727,-0.000294038,0.000614634
98,2,0.893792,-0.000364463,0.000697495
99,2,0.89365,0,0.000328849
0,3,0.899938,0,6.24553e-05
1,3,0.900039,0.000211807,0.000295221
2,3,0.899986,0.000414183,0.000207207
3,3,0.899979,0.000545131,0.000135815
4,3,0.899951,0.000613718,6.50093e-05
5,3,0.899908,0.00064105,3.50559e-05
6,3,0.899863,0.000636202,4.12109e-05
7,3,0.899815,0.000598632,7.40203e-05
8,3,0.899762,0.000525075,0.000124459
9,3,0.899703,0.000412487,0.00018523
10,3,0.89964,0.000258438,0.00025137
11,3,0.899573,6.12899e-05,0.000319886
12,3,0.899501,-0.000179827,0.000389119
13,3,0.899426,-0.000465228,0.000458237
14,3,0.899346,-0.000794924,0.000526922
15,3,0.899263,-0.00116881,0.000595153
16,3,0.899177,-0.00158675,0.000663062
17,3,0.899087,-0.00204865,0.000730834
18,3,0.898994,-0.00255444,0.00079863
19,3,0.898899,-0.00310406,0.000866547
20,3,0.8988,-0.00369739,0.00093458
21,3,0.8987,-0.00433423,0.00100261
22,3,0.898597,-0.00501417,0.00107038
23,3,0.898492,-0.00573657,0.00113752
24,3,0.898386,-0.00650046,0.00120351
25,3,0.898279,-0.00730446,0.00126774
26,3,0.898172,-0.00814675,0.00132945
27,3,0.898065,-0.00902494,0.0013878
28,3,0.897959,-0.00993612,0.00144187
29,3,0.897854,-0.0108767,0.00149064
30,3,0.897752,-0.0118425,0.00153305
31,3,0.897654,-0.0128287,0.00156801
32,3,0.89756,-0.0138297,0.00159437
33,3,0.897471,-0.0148393,0.00161103
34,3,0.897388,-0.0158506,0.00161687
35,3,0.897313,-0.0168562,0.00161083
36,3,0.897246,-0.0178482,0.00159194
37,3,0.897188,-0.0188179,0.0015593
38,3,0.89714,-0.0197565,0.00151214
39,3,0.897103,-0.0206547,0.00144985
40,3,0.897078,-0.0215033,0.00137197
41,3,0.897065,-0.0222925,0.00127827
42,3,0.897064,-0.0230132,0.00116871
43,3,0.897077,-0.0236559,0.00104351
44,3,0.897102,-0.0242118,0.000903117
45,3,0.897139,-0.0246724,0.000748266
46,3,0.897189,-0.0250301,0.000579953
47,3,0.89725,-0.0252778,0.000399444
48,3,0.897321,-0.0254094,0.000208277
49,3,0.897401,-0.02542,8.24494e-06
50,3,0.897488,-0.0253057,-0.000198617
51,3,0.89758,-0.0250641,-0.000410056
52,3,0.897675,-0.0246938,-0.000623627
53,3,0.897772,-0.0241954,-0.000836731
54,3,0.897866,-0.0235705,-0.00104665
55,3,0.897957,-0.0228226,-0.00125061
56,3,0.898041,-0.0219565,-0.00144579
57,3,0.898115,-0.0209786,-0.00162941
58,3,0.898177,-0.0198968,-0.0017988
59,3,0.898225,-0.0187203,-0.00195141
60,3,0.898256,-0.0174598,-0.00208488
61,3,0.898269,-0.0161269,-0.00219714
62,3,0.898261,-0.0147344,-0.00228638
63,3,0.898232,-0.0132959,-0.00235119
64,3,0.898181,-0.0118257,-0.0023905
65,3,0.898107,-0.0103384,-0.00240371
66,3,0.898011,-0.00884914,-0.00239065
67,3,0.897892,-0.00737272,-0.00235158
68,3,0.897753,-0.00592389,-0.00228727
69,3,0.897593,-0.00451689,-0.00219889
70,3,0.897416,-0.00316526,-0.00208805
71,3,0.897224,-0.00188164,-0.00195675
72,3,0.897017,-0.00067754,-0.00180732
73,3,0.896801,0.000436808,-0.00164236
74,3,0.896576,0.00145262,-0.00146471
75,3,0.896345,0.00236267,-0.00127733
76,3,0.896113,0.00316138,-0.00108326
77,3,0.89588,0.00384484,-0.000885515
78,3,0.89565,0.00441086,-0.000687055
79,3,0.895426,0.00485891,-0.000490678
80,3,0.895209,0.00519006,-0.000298984
81,3,0.895001,0.00540691,-0.000114325
82,3,0.894804,0.00551343,6.12237e-05
83,3,0.89462,0.00551489,0.000225875
84,3,0.894449,0.00541768,0.00037812
85,3,0.894293,0.00522918,0.000516701
86,3,0.894152,0.00495769,0.000640562
87,3,0.894027,0.00461229,0.000748786
88,3,0.893918,0.00420283,0.000840525
89,3,0.893825,0.00373988,0.00091495
90,3,0.893749,0.00323482,0.000971265
91,3,0.893689,0.00270002,0.00100887
92,3,0.893647,0.00214943,0.00102768
93,3,0.893621,0.00159944,0.00102817
94,3,0.893614,0.00106988,0.0010106
95,3,0.893627,0.000587599,0.00097418
96,3,0.893646,0.000193636,0.000912903
97,3,0.893661,-5.49632e-05,0.000779057
98,3,0.893744,-0.00011196,0.000594517
99,3,0.893688,0,5.74997e-05
0,4,0.899942,0,4.87144e-06
1,4,0.899986,0.000131778,7.55619e-05
2,4,0.899988,0.000310199,6.39399e-05
3,4,0.899983,0.000445412,3.78236e-05
4,4,0.899953,0.000528844,2.05937e-05
5,4,0.899919,0.000557828,3.80657e-05
6,4,0.899879,0.000532749,8.69738e-05
7,4,0.899833,0.000454773,0.000163167
8,4,0.899782,0.000324093,0.000258989
9,4,0.899726,0.000139585,0.000367253
10,4,0.899666,-0.000100182,0.000482542
11,4,0.899601,-0.000396259,0.00060123
12,4,0.899533,-0.00074923,0.000721109
13,4,0.89946,-0.00115933,0.000840996
14,4,0.899384,-0.0016266,0.000960391
15,4,0.899304,-0.00215096,0.00107921
16,4,0.899221,-0.0027323,0.00119758
17,4,0.899135,-0.00337048,0.00131569
18,4,0.899046,-0.00406536,0.00143371
19,4,0.898953,-0.00481671,0.00155166
20,4,0.898858,-0.00562418,0.00166943
21,4,0.89876,-0.0064872,0.0017867
22,4,0.89866,-0.00740491,0.00190294
23,4,0.898558,-0.00837607,0.00201742
24,4,0.898454,-0.00939896,0.00212921
25,4,0.898349,-0.0104713,0.00223715
26,4,0.898243,-0.0115903,0.00233993
27,4,0.898137,-0.0127522,0.00243608
28,4,0.898031,-0.0139529,0.00252399
29,4,0.897927,-0.0151871,0.00260194
30,4,0.897825,-0.016449,0.00266813
31,4,0.897725,-0.0177319,0.00272072
32,4,0.897629,-0.0190282,0.00275785
33,4,0.897538,-0.0203297,0.0027777
34,4,0.897453,-0.0216273,0.00277849
35,4,0.897374,-0.0229114,0.00275855
36,4,0.897303,-0.0241716,0.00271637
37,4,0.89724,-0.0253971,0.00265062
38,4,0.897187,-0.0265769,0.00256017
39,4,0.897144,-0.0276995,0.0024442
40,4,0.897112,-0.0287535,0.00230217
41,4,0.897092,-0.0297273,0.00213387
42,4,0.897084,-0.0306097,0.00193947
43,4,0.897089,-0.0313899,0.00171954
44,4,0.897106,-0.0320575,0.00147504
45,4,0.897136,-0.032603,0.00120736
46,4,0.897177,-0.0330175,0.00091833
47,4,0.89723,-0.0332934,0.000610175
48,4,0.897293,-0.033424,0.000285547
49,4,0.897365,-0.0334043,-5.2523e-05
50,4,0.897444,-0.0332304,-0.000400642
51,4,0.897529,-0.0328999,-0.000755102
52,4,0.897617,-0.0324124,-0.00111192
53,4,0.897707,-0.0317687,-0.0014669
54,4,0.897796,-0.0309717,-0.00181569
55,4,0.89788,-0.0300258,-0.00215386
56,4,0.897959,-0.0289372,-0.00247694
57,4,0.898029,-0.0277137,-0.00278058
58,4,0.898087,-0.026365,-0.00306053
59,4,0.898131,-0.0249021,-0.0033128
60,4,0.89816,-0.0233374,-0.00353371
61,4,0.89817,-0.0216848,-0.00371998
62,4,0.89816,-0.0199592,-0.00386881
63,4,0.89813,-0.0181764,-0.00397793
64,4,0.898078,-0.0163532,-0.00404568
65,4,0.898004,-0.0145068,-0.00407104
66,4,0.897908,-0.0126545,-0.00405369
67,4,0.89779,-0.010814,-0.00399401
68,4,0.897652,-0.00900257,-0.00389309
69,4,0.897495,-0.00723714,-0.00375271
70,4,0.89732,-0.00553387,-0.00357533
71,4,0.897131,-0.00390801,-0.00336401
72,4,0.896928,-0.00237359,-0.00312234
73,4,0.896715,-0.000943275,-0.00285441
74,4,0.896494,0.000371851,-0.00256464
75,4,0.896269,0.00156244,-0.00225772
76,4,0.896042,0.00262099,-0.00193851
77,4,0.895815,0.00354194,-0.00161187
78,4,0.895591,0.00432168,-0.0012826
79,4,0.895373,0.0049586,-0.000955316
80,4,0.895162,0.005453,-0.000634361
81,4,0.894961,0.00580707,-0.000323726
82,4,0.894771,0.00602474,-2.70052e-05
83,4,0.894593,0.0061116,0.000252629
84,4,0.894429,0.00607475,0.00051242
85,4,0.894278,0.00592267,0.000749985
86,4,0.894143,0.00566511,0.000963249
87,4,0.894023,0.005313,0.00115034
88,4,0.893918,0.00487841,0.00130948
89,4,0.893829,0.0043746,0.00143886
90,4,0.893755,0.00381609,0.00153655
91,4,0.893698,0.00321899,0.00160043
92,4,0.893656,0.00260153,0.0016281
93,4,0.893629,0.00198536,0.00161651
94,4,0.893617,0.00139715,0.00156059
95,4,0.89362,0.000868614,0.00144973
96,4,0.89364,0.000434839,0.00127253
97,4,0.893654,0.000132595,0.000992218
98,4,0.893685,-9.34039e-07,0.000584085
99,4,0.893699,0,1.10454e-05
0,5,0.899962,0,-1.52947e-05
1,5,0.899987,8.34742e-05,-6.83846e-05
2,5,0.9,0.000216136,-6.88502e-05
3,5,0.89999,0.000328612,-5.749e-05
4,5,0.899968,0.000391066,-1.38117e-05
5,5,0.899938,0.000389476,6.35923e-05
6,5,0.899899,0.000320798,0.000173018
7,5,0.899855,0.000184563,0.00030965
8,5,0.899806,-1.94775e-05,0.000466205
9,5,0.899753,-0.000291707,0.000636003
10,5,0.899695,-0.000632514,0.000813631
11,5,0.899633,-0.00104224,0.000995202
12,5,0.899567,-0.00152112,0.00117823
13,5,0.899498,-0.00206923,0.00136133
14,5,0.899424,-0.00268656,0.00154389
15,5,0.899348,-0.00337303,0.00172575
16,5,0.899268,-0.00412852,0.00190702
17,5,0.899185,-0.00495283,0.00208785
18,5,0.899098,-0.00584568,0.0022683
19,5,0.899008,-0.00680662,0.00244827
20,5,0.898916,-0.00783498,0.00262741
21,5,0.89882,-0.00892973,0.00280509
22,5,0.898722,-0.0100894,0.00298037
23,5,0.898621,-0.0113121,0.00315203
24,5,0.898519,-0.0125951,0.00331853
25,5,0.898414,-0.0139352,0.00347808
26,5,0.898309,-0.0153282,0.00362861
27,5,0.898203,-0.0167693,0.00376787
28,5,0.898096,-0.0182525,0.00389342
29,5,0.897991,-0.0197713,0.00400267
30,5,0.897887,-0.0213179,0.00409297
31,5,0.897785,-0.0228837,0.00416161
32,5,0.897686,-0.0244592,0.00420592
33,5,0.897591,-0.0260343,0.00422329
34,5,0.897501,-0.0275977,0.00421124
35,5,0.897417,-0.0291378,0.00416747
36,5,0.89734,-0.0306422,0.00408995
37,5,0.897272,-0.0320983,0.00397695
38,5,0.897212,-0.0334931,0.0038271
39,5,0.897162,-0.0348133,0.00363942
40,5,0.897123,-0.0360459,0.00341344
41,5,0.897095,-0.0371781,0.00314915
42,5,0.897079,-0.0381972,0.0028471
43,5,0.897076,-0.0390915,0.00250839
44,5,0.897085,-0.0398497,0.00213471
45,5,0.897107,-0.0404614,0.00172833
46,5,0.89714,-0.0409177,0.00129211
47,5,0.897186,-0.0412104,0.000829476
48,5,0.897241,-0.0413329,0.000344398
49,5,0.897306,-0.0412803,-0.000158643
50,5,0.897379,-0.0410489,-0.000674701
51,5,0.897458,-0.040637,-0.00119842
52,5,0.897541,-0.0400444,-0.00172411
53,5,0.897626,-0.0392729,-0.00224582
54,5,0.897711,-0.038326,-0.00275739
55,5,0.897792,-0.0372091,-0.0032526
56,5,0.897867,-0.0359295,-0.00372523
57,5,0.897934,-0.0344959,-0.00416917
58,5,0.89799,-0.0329193,-0.00457854
59,5,0.898033,-0.0312117,-0.00494778
60,5,0.89806,-0.0293871,-0.00527178
61,5,0.89807,-0.0274606,-0.00554595
62,5,0.89806,-0.0254487,-0.00576637
63,5,0.89803,-0.0233687,-0.00592985
64,5,0.897978,-0.0212391,-0.006034
65,5,0.897905,-0.0190787,-0.00607734
66,5,0.897809,-0.0169069,-0.00605932
67,5,0.897693,-0.0147431,-0.00598034
68,5,0.897556,-0.0126066,-0.00584178
69,5,0.8974,-0.0105166,-0.005646
70,5,0.897228,-0.00849116,-0.00539628
71,5,0.89704,-0.00654783,-0.00509674
72,5,0.89684,-0.00470283,-0.00475232
73,5,0.896629,-0.00297096,-0.00436861
74,5,0.896412,-0.00136546,-0.00395177
75,5,0.89619,0.00010229,-0.00350836
76,5,0.895966,0.00142285,-0.00304521
77,5,0.895744,0.00258886,-0.00256927
78,5,0.895524,0.00359515,-0.00208742
79,5,0.895311,0.00443874,-0.00160637
80,5,0.895105,0.00511883,-0.00113253
81,5,0.894909,0.0056368,-0.00067185
82,5,0.894725,0.00599613,-0.000229802
83,5,0.894552,0.00620224,0.000188692
84,5,0.894393,0.00626247,0.000579255
85,5,0.894248,0.00618587,0.000938005
86,5,0.894118,0.00598317,0.00126147
87,5,0.894002,0.00566662,0.00154643
88,5,0.893901,0.00525004,0.0017898
89,5,0.893815,0.00474876,0.00198835
90,5,0.893745,0.00417986,0.00213854
91,5,0.893688,0.00356241,0.00223621
92,5,0.893646,0.002918,0.00227616
93,5,0.893619,0.0022712,0.00225152
94,5,0.893606,0.00165025,0.00215301
95,5,0.893604,0.00108724,0.00196643
96,5,0.893615,0.000616457,0.0016738
97,5,0.893637,0.000267218,0.00125711
98,5,0.893657,6.20286e-05,0.000684838
99,5,0.893697,0,7.60825e-06
0,6,0.900003,0,-2.69109e-05
1,6,0.900018,5.36798e-05,-0.000156368
2,6,0.900024,0.00013865,-0.000166128
3,6,0.900012,0.000204137,-0.000115218
4,6,0.899992,0.000216595,-9.94529e-06
5,6,0.899962,0.000159331,0.000137292
6,6,0.899925,2.50433e-05,0.000320438
7,6,0.899883,-0.000189244,0.000531389
8,6,0.899835,-0.000484344,0.000762477
9,6,0.899783,-0.000860313,0.00100696
10,6,0.899728,-0.00131707,0.00125939
11,6,0.899668,-0.00185453,0.00151584
12,6,0.899604,-0.00247261,0.00177377
13,6,0.899538,-0.00317122,0.00203173
14,6,0.899467,-0.00395028,0.00228905
15,6,0.899393,-0.00480967,0.00254555
16,6,0.899316,-0.0057492,0.00280126
17,6,0.899235,-0.00676861,0.00305622
18,6,0.899151,-0.00786742,0.00331033
19,6,0.899063,-0.00904491,0.00356323
20,6,0.898972,-0.0103,0.0038142
21,6,0.898878,-0.011631,0.00406218
22,6,0.898781,-0.013036,0.00430568
23,6,0.898681,-0.0145119,0.0045428
24,6,0.898578,-0.0160552,0.00477129
25,6,0.898474,-0.0176615,0.00498851
26,6,0.898367,-0.0193254,0.00519155
27,6,0.89826,-0.0210403,0.00537719
28,6,0.898152,-0.0227991,0.00554203
29,6,0.898043,-0.0245932,0.00568254
30,6,0.897936,-0.0264132,0.00579509
31,6,0.897829,-0.0282487,0.00587606
32,6,0.897726,-0.0300884,0.00592189
